id_user,bulan,wants_ratio,fixed_costs_ratio,savings_rate,wants_frequency,small_leaks_ratio,night_owl_spending,weekend_surge,early_month_depletion,balance_volatility,survival_mode_days
USR-001,1,0.9009396652703026,0.09906033472969739,0.0018714728434504793,0.7222222222222222,0.3333333333333333,0.1111111111111111,0.009066571079678629,0.9952234920127796,0.20090625453287983,4
USR-001,2,0.17008932252197106,0.5229085334688048,0.0016896613418530353,0.3333333333333333,0.16666666666666666,0.0,7.774289052921245,0.9893533003194889,0.2817961554378875,4
USR-001,3,0.05931622002770137,0.9406837799722986,-0.0018325495207667732,0.14285714285714285,0.2857142857142857,0.0,1.0,0.9951252396166134,0.003569619400475959,3
USR-002,1,0.31390246175855213,0.4632186410613209,0.012319022727272727,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.1413561652441697,0.9707507636363635,0.2274043502575504,4
USR-002,2,0.6993126478493034,0.3006873521506965,-0.009408481818181819,0.7083333333333334,0.2916666666666667,0.041666666666666664,2.084027374158462,1.0094084818181819,0.32746223674063574,1
USR-002,3,0.2533391182462067,0.311358709884144,0.016386009090909093,0.5384615384615384,0.07692307692307693,0.07692307692307693,7.136934219211438,0.9836139863636364,0.08547692547219135,2
USR-003,1,0.6507919096590682,0.34920809034093186,0.001988355029585799,0.52,0.2,0.04,0.0895049525480622,0.9767382278106509,0.17921853258870243,3
USR-003,2,0.4067011529677904,0.5932988470322097,-4.94881656804735e-05,0.6333333333333333,0.3,0.03333333333333333,4.324728637436075,0.9919453668639053,0.25135959149557047,2
USR-003,3,0.6473167584192497,0.3526832415807504,-0.0002416301775147929,0.6486486486486487,0.2972972972972973,0.05405405405405406,1.8096316202064329,0.9793438431952662,0.20657195574163079,4
USR-004,1,0.5958688440242408,0.40413115597575944,0.013250044982698961,0.4594594594594595,0.2972972972972973,0.0,0.006685818960817755,0.9963036989619377,0.11542714505197636,6
USR-004,2,0.4460815016701977,0.5539184983298022,0.022249809688581316,0.6,0.3142857142857143,0.05714285714285714,4.298735624606333,1.0080287647058823,0.17199589075394559,6
USR-004,3,0.46815761115972626,0.4343402141207768,-0.014461795847750866,0.4857142857142857,0.11428571428571428,0.14285714285714285,1.631170951816917,1.0291787543252595,0.24480396261412424,6
USR-005,1,0.3564663104710271,0.5430065086844512,0.01405340506329114,0.45,0.35,0.15,0.0,0.9702449936708861,0.16217940997384386,2
USR-005,2,0.560417426852274,0.439582573147726,-0.00851207594936709,0.5,0.23076923076923078,0.038461538461538464,4.778482046592477,0.9206154620253164,0.18114191940366756,9
USR-005,3,0.23434383920047272,0.7656561607995271,-0.0021517025316455693,0.25,0.2,0.1,1.1341054040020138,0.6217886455696203,0.22069411455277343,4
USR-006,1,0.47339742315118016,0.5266025768488198,0.002836827751196172,0.2857142857142857,0.14285714285714285,0.0,0.8365609188646861,0.9895895071770335,0.2276266575513378,3
USR-006,2,0.24994247770244835,0.7500575222975515,0.0007756985645933015,0.3125,0.25,0.0,0.5639776758738454,0.9294738227751196,0.2877425999482498,3
USR-006,3,0.1723561952919201,0.82764380470808,0.008212995215311004,0.22727272727272727,0.22727272727272727,0.13636363636363635,6.806525917159688,1.0440349569377991,0.22141247656734547,5
USR-007,1,0.7736951204946367,0.22630487950536307,0.0032533310580204777,0.6333333333333333,0.3333333333333333,0.03333333333333333,0.13084997849464058,0.9787211160409557,0.26624386320143884,5
USR-007,2,0.6366368095589976,0.310439916535172,0.007222788395904436,0.7073170731707317,0.21951219512195122,0.0975609756097561,2.857050255835442,0.9866971365187714,0.300439475049664,3
USR-007,3,0.45469607921103,0.48259337170367805,0.0014619180887372007,0.59375,0.375,0.03125,6.23533114400724,0.9611524163822526,0.11958938353755509,9
USR-008,1,0.08471290470187423,0.9152870952981259,0.02460338905775076,0.15,0.05,0.15,6.555490736409941,0.8807821682066869,0.35753954406690686,7
USR-008,2,0.06383771240589885,0.936162287594101,0.09903685106382978,0.09523809523809523,0.09523809523809523,0.047619047619047616,2.0117865855446384,1.0027185775075989,0.2702114961455639,6
USR-008,3,0.14780170012128582,0.5536098390847852,-0.11259217021276595,0.20833333333333334,0.125,0.16666666666666666,0.9081561123906146,0.65889852887538,0.3312789206906879,1
USR-009,1,0.10664851598336078,0.8933514840166391,0.0041196439393939395,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.8096202922547405,0.9273543068181819,0.286204569504676,4
USR-009,2,0.3091726748864587,0.5853046551685835,0.0021428749999999994,0.22580645161290322,0.1935483870967742,0.06451612903225806,1.5891369688042936,0.9786957689393938,0.2547125400732296,8
USR-009,3,0.1092928852495051,0.8907071147504948,-0.00271517803030303,0.11764705882352941,0.058823529411764705,0.058823529411764705,6.412169001661253,0.8966330901515148,0.16122010887259985,6
USR-010,1,0.5765458026410475,0.42345419735895273,0.013045569536423843,0.45454545454545453,0.18181818181818182,0.0,0.0,0.982616894039735,0.0911512704604818,2
USR-010,2,0.8388825289460999,0.1611174710539,-0.007295039735099339,0.7058823529411765,0.35294117647058826,0.058823529411764705,42.422239081499626,0.9970666844370862,0.3720624790584306,3
USR-010,3,0.173213811720459,0.826786188279541,-0.0011857880794701981,0.18181818181818182,0.36363636363636365,0.09090909090909091,17.065832153641598,0.7337667507947019,0.03195626934969835,6
USR-011,1,0.626948271301452,0.18250743219060694,0.003273856540084388,0.4,0.06666666666666667,0.06666666666666667,0.0,0.955750312236287,0.2852465388053418,2
USR-011,2,0.49321181783093393,0.22819026888166571,0.008280818565400845,0.5555555555555556,0.05555555555555555,0.0,5.756201369662235,0.9917191814345994,0.4073843569361781,1
USR-011,3,0.20629131033295736,0.7937086896670426,-0.004513383966244726,0.375,0.25,0.16666666666666666,1.4669705940388538,0.9883106835443037,0.34988185018792084,2
USR-012,1,0.30255684759838425,0.6974431524016157,0.013674794202898551,0.3939393939393939,0.24242424242424243,0.030303030303030304,0.8328906783274034,0.8785222183768117,0.21994093303934667,8
USR-012,2,0.11606648301608483,0.8839335169839149,-0.006590272463768116,0.14285714285714285,0.17857142857142858,0.07142857142857142,0.6382717000596394,0.7260975864637681,0.35871051831954565,4
USR-012,3,0.06334973721152024,0.6092841806385773,0.00024673623188405845,0.08333333333333333,0.16666666666666666,0.125,0.7912088525153984,0.8833117100289856,0.30081353751190315,7
USR-013,1,0.38907441713581686,0.1797448018650981,0.002479919028340081,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.01823238292068591,0.9975200769230772,0.4577051151244374,1
USR-013,2,0.31568872516717456,0.5045456702067057,0.05643929149797572,0.4642857142857143,0.25,0.03571428571428571,1.8292246826599816,0.9436768736437245,0.1575470866036811,8
USR-013,3,0.7953620214779504,0.20463797852204968,-0.05678779352226721,0.696969696969697,0.36363636363636365,0.12121212121212122,1.7226160506631227,1.0307667651821864,0.2853865774598611,6
USR-014,1,0.07561988020045884,0.924380119799541,0.0033266386554621848,0.12121212121212122,0.18181818181818182,0.06060606060606061,1.3394158512774477,0.9977825084033614,0.27061149120040184,7
USR-014,2,0.4039874843173542,0.5960125156826458,-0.0009290966386554622,0.4375,0.3125,0.0625,4.770863006820556,0.9423427605042015,0.2298317764458923,5
USR-014,3,0.11594121467661835,0.7365670286343018,0.006175369747899159,0.15789473684210525,0.10526315789473684,0.0,6.303388544156976,0.9089140336134456,0.2519592592203167,4
USR-015,1,0.24794659163769947,0.7520534083623004,0.0037515093167701866,0.23529411764705882,0.23529411764705882,0.0,0.8650968811140786,0.8575084782608696,0.2605227561785649,3
USR-015,2,0.10714022902070797,0.8928597709792921,0.01185486956521739,0.14814814814814814,0.2962962962962963,0.037037037037037035,1.5546690996242638,1.1757809254658385,0.3669095417242285,7
USR-015,3,0.405559560608689,0.5944404393913111,-0.011613335403726709,0.16666666666666666,0.16666666666666666,0.05555555555555555,1.7460653103460317,0.9973131614906832,0.23155184802177028,5
USR-016,1,0.1285134631186754,0.8714865368813247,0.0045903867403314915,0.2,0.0,0.2,0.0,0.9787184972375691,0.02959398927291136,2
USR-016,2,0.14096191634899938,0.8590380836510005,0.008318917127071824,0.2222222222222222,0.3333333333333333,0.1111111111111111,7.648124530394863,0.9995662928176795,0.15045319497227588,5
USR-016,3,0.19445739687871882,0.7090423664739067,0.09760442541436465,0.21428571428571427,0.25,0.0,1.226042899387532,0.9242524640883977,0.23855346430376925,7
USR-017,1,0.1976773563259212,0.802322643674079,0.0071201288888888895,0.23076923076923078,0.19230769230769232,0.07692307692307693,1.5572655728456801,0.6182850576,0.27296989973168706,6
USR-017,2,0.11440560224023211,0.885594397759768,0.002834866666666667,0.28125,0.28125,0.0625,1.5552943828970776,0.9194806533333332,0.36839992655720794,3
USR-017,3,0.2816973268489943,0.7183026731510057,-0.0010666088888888902,0.19230769230769232,0.15384615384615385,0.11538461538461539,2.0540066114274715,0.9529682488888889,0.26191525984588376,6
USR-018,1,0.2703845060391004,0.7296154939608994,0.003491235537190083,0.28,0.2,0.0,1.6371122267818847,0.8011541652892562,0.27377839933199155,4
USR-018,2,0.16123781586333402,0.6583112228638102,0.010436814049586775,0.2,0.13333333333333333,0.13333333333333333,1.1948727718494963,0.946748285123967,0.24492326227884983,7
USR-018,3,0.18660455060747227,0.8133954493925276,-0.003929673553719007,0.2222222222222222,0.25925925925925924,0.07407407407407407,0.7454094314002249,0.6642954049586777,0.3198300993063995,8
USR-019,1,0.45617231055449886,0.5438276894455012,0.007991377245508982,0.5555555555555556,0.2777777777777778,0.1111111111111111,0.312695002154552,0.9593287425149699,0.1947954331164036,4
USR-019,2,0.6471900887676156,0.2432905408307754,-0.00244722754491018,0.75,0.3125,0.0,9.921116899597088,1.0024472275449103,0.06490519595159824,2
USR-019,3,0.5973902339670047,0.3908238035276903,0.021134940119760484,0.5384615384615384,0.2564102564102564,0.05128205128205128,1.8911068209239754,1.6349217544910177,0.20738317600290843,1
USR-020,1,0.3395733317306929,0.4728692904058016,0.0017041902017291067,0.4838709677419355,0.2903225806451613,0.03225806451612903,1.377271864036881,0.8885257730835734,0.345014487577392,3
USR-020,2,0.2265237461926753,0.48771727064303944,0.013437092219020173,0.3684210526315789,0.3157894736842105,0.05263157894736842,4.114615140670152,1.19442165129683,0.2333677143161322,7
USR-020,3,0.6118399051259951,0.38816009487400516,-0.010690394812680115,0.5,0.038461538461538464,0.038461538461538464,2.842357293886762,0.9801258876080692,0.26656261797412545,4
USR-021,1,0.4762386535812859,0.38116593665655,0.012613727272727271,0.5454545454545454,0.3333333333333333,0.06060606060606061,0.20192694624259658,0.9478601531100478,0.19296555716503158,7
USR-021,2,0.23664731279706616,0.7633526872029339,0.024689277511961722,0.5,0.2,0.1,9.119064611003553,0.9915155837320574,0.05810537577290825,4
USR-021,3,0.5165401455805941,0.4834598544194059,-0.03049313875598086,0.6190476190476191,0.38095238095238093,0.047619047619047616,4.313368006213469,1.018216971291866,0.37952006631777174,1
USR-022,1,0.13211219213581016,0.7553230646211728,0.008789898496240602,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.6709344262087436,0.9846219172932332,0.23209038481849098,5
USR-022,2,0.1895329030693167,0.8104670969306832,0.0016411992481203009,0.1724137931034483,0.20689655172413793,0.13793103448275862,1.135381895368542,0.8792909697744362,0.22956818963272907,6
USR-022,3,0.27307550322283225,0.7269244967771676,0.00912062781954887,0.2,0.2,0.05,1.543749577357974,0.9925761353383459,0.2686303588648645,5
USR-023,1,0.3279981345193903,0.6720018654806097,0.006294570680628272,0.3181818181818182,0.2727272727272727,0.0,0.12417008405167324,0.9207565968586386,0.254719713993677,7
USR-023,2,0.5387600419710173,0.39660992212411,-0.0013691413612565441,0.5789473684210527,0.21052631578947367,0.10526315789473684,4.410298497836259,1.0013691413612567,0.2575442737146726,3
USR-023,3,0.47622026474104573,0.5237797352589543,8.265445026178052e-05,0.5238095238095238,0.19047619047619047,0.047619047619047616,1.6908017963794537,0.9846073246073298,0.21441453675568256,3
USR-024,1,0.5808667244551667,0.338540478883866,0.008379570093457944,0.5517241379310345,0.2413793103448276,0.0,0.6729390205576288,0.8217183925233645,0.3138721240299445,2
USR-024,2,0.5363352183917396,0.46366478160826047,-0.006698956386292834,0.4473684210526316,0.34210526315789475,0.02631578947368421,1.6010221292827125,1.0837205327102803,0.3430143702002934,4
USR-024,3,0.08882953135182539,0.8601785120048694,0.009044283489096572,0.25,0.4,0.1,57.6625426294122,0.9901457850467289,0.03401800908854564,11
USR-025,1,0.1603301819599493,0.8396698180400506,0.013227601851851851,0.25,0.3125,0.0,0.2429904718653193,0.7314755185185184,0.2709835637911272,5
USR-025,2,0.11270073568342587,0.8872992643165744,-0.010080913580246913,0.2,0.1,0.1,4.948466949888714,0.9028752438271606,0.2705500346788967,3
USR-025,3,0.12769106281660475,0.7673558176943585,-0.0010440709876543212,0.23529411764705882,0.29411764705882354,0.058823529411764705,1.3424127826231709,0.8447553302469136,0.2735337744890844,5
USR-026,1,0.14435825404810868,0.8556417459518915,0.02463206730769231,0.35,0.25,0.05,0.054740507369886636,1.0173418076923078,0.032591709571131444,9
USR-026,2,0.48711744397208534,0.2037000540715989,-0.0222488108974359,0.5476190476190477,0.2857142857142857,0.09523809523809523,4.05233814285458,0.9971800544871795,0.2632480306886601,8
USR-026,3,0.11651407358773344,0.8834859264122666,-0.0004360416666666666,0.625,0.25,0.125,1.0,1.0001768173076924,0.00018329930207950501,2
USR-027,1,0.4503356962396423,0.5496643037603577,0.01545020283018868,0.5666666666666667,0.36666666666666664,0.0,0.5543095834116728,0.9845337264150942,0.22537224138114745,6
USR-027,2,0.49097490708138897,0.509025092918611,-0.012330834905660377,0.6571428571428571,0.42857142857142855,0.05714285714285714,5.854124203038128,1.42851120754717,0.15909600347234468,6
USR-027,3,0.5969481700394721,0.34796002736704923,0.012274863207547169,0.5,0.20588235294117646,0.0,15.425266881326195,0.9921601839622644,0.042591949781567,9
USR-028,1,0.21918022428284362,0.7808197757171564,0.02251847488584475,0.13043478260869565,0.21739130434782608,0.0,2.61604971762654,0.8885874977168949,0.24231416748120646,5
USR-028,2,0.17452447554137163,0.4914266301983345,-0.0073033424657534245,0.21052631578947367,0.15789473684210525,0.05263157894736842,1.587581113123769,0.9057235251141553,0.28916379612053034,5
USR-028,3,0.16830703270849326,0.46502997143372965,-0.0018984566210045657,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.9552744377194455,0.8491542374429224,0.3296135643987119,4
USR-029,1,0.13478465976811801,0.8652153402318821,0.0032292038834951455,0.3333333333333333,0.25,0.0,2.937811026200049,0.9916621116504855,0.31927954414894194,2
USR-029,2,0.07420744414928322,0.9257925558507167,0.00753054368932039,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.8128348883081574,0.9045121262135923,0.2964754069852701,5
USR-029,3,0.06296975110589366,0.9370302488941065,0.1760828932038835,0.05,0.05,0.1,12.51825089309361,0.8095030936893244,0.06730047599504461,5
USR-030,1,0.605753265652552,0.25784157206872005,0.004754534682080924,0.7,0.23333333333333334,0.03333333333333333,0.007508505371079487,0.7781189628323698,0.21851224568957026,3
USR-030,2,0.5803763960874756,0.4196236039125243,-0.002853335260115607,0.64,0.2,0.04,8.517864697262338,0.8845735953757224,0.19769418777884354,5
USR-030,3,0.4998446710357935,0.24752373584206577,-0.0001614739884393063,0.6538461538461539,0.2692307692307692,0.07692307692307693,2.160066109367514,0.9976850317919075,0.4002757360348833,1
USR-031,1,0.6572884053534278,0.34271159464657225,0.020341164556962027,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.49801498097549046,0.9902161139240506,0.24488673194873936,5
USR-031,2,0.6247357535212139,0.3752642464787861,-0.012111848101265824,0.6,0.2,0.06666666666666667,76.82854384481323,1.006244164556962,0.15834402347565793,2
USR-031,3,0.15576338514338745,0.48009581693092196,-0.0043836898734177215,0.2222222222222222,0.2222222222222222,0.1111111111111111,51.08589828141885,1.0003454746835443,0.2542052971935868,2
